Player,FG%,3P%,2P%,eFG%,FT%,PTS,Year,season_date
Sedric Toney,0.424,0.3,0.446,0.447,0.677,6.2,1986,1986-01-01
Bernard Thompson,0.489,0.0,0.491,0.489,0.809,8.5,1986,1986-01-01
Mike Sanders,0.513,0.2,0.52,0.516,0.809,11.0,1986,1986-01-01
Rick Robey,0.377,0.0,0.383,0.377,0.688,3.8,1986,1986-01-01
Charles Pittman,0.583,0.0,0.583,0.583,0.702,5.1,1986,1986-01-01
Ed Pinckney,0.558,0.0,0.56,0.558,0.673,8.5,1986,1986-01-01
Larry Nance,0.581,0.0,0.586,0.581,0.698,20.2,1986,1986-01-01
Charles Jones,0.457,0.0,0.46,0.457,0.51,4.7,1986,1986-01-01
Charles Jones,0.457,0.0,0.46,0.457,0.51,4.7,1986,1986-01-01
Jamaal Wilkes,0.4,0.333,0.403,0.408,0.815,5.8,1986,1986-01-01
Nick Vanos,0.319,0.0,0.319,0.319,0.348,4.9,1986,1986-01-01
Michael Cooper,0.452,0.387,0.476,0.504,0.865,9.2,1986,1986-01-01
Peter Thibeaux,0.429,0.4,0.43,0.433,0.604,5.5,1986,1986-01-01
Freeman Williams,0.373,0.5,0.34,0.425,0.706,7.7,1986,1986-01-01
Lasalle Thompson,0.518,0.0,0.518,0.518,0.732,12.8,1986,1986-01-01
Otis Thorpe,0.587,0.0,0.587,0.587,0.661,9.9,1986,1986-01-01
Terry Tyler,0.455,0.0,0.457,0.455,0.75,9.5,1986,1986-01-01
Paul Pressey,0.488,0.182,0.504,0.492,0.806,14.3,1986,1986-01-01
Ricky Pierce,0.538,0.13,0.55,0.539,0.858,13.9,1986,1986-01-01
Michael Young,0.0,0.0,0.0,0.0,0.0,0.0,1986,1986-01-01
Mitchell Wiggins,0.454,0.083,0.463,0.455,0.729,6.8,1986,1986-01-01
Granville Waiters,0.333,0.0,0.342,0.333,0.167,0.6,1986,1986-01-01
Reggie Theus,0.48,0.171,0.49,0.483,0.827,18.3,1986,1986-01-01
Ralph Sampson,0.488,0.133,0.492,0.488,0.641,18.9,1986,1986-01-01
Jim Petersen,0.477,0.0,0.48,0.477,0.706,6.2,1986,1986-01-01
Hakeem Olajuwon,0.526,0.0,0.526,0.526,0.645,23.5,1986,1986-01-01
Hank Mcdowell,0.571,0.0,0.585,0.571,0.68,3.0,1986,1986-01-01
Rodney Mccray,0.537,0.0,0.54,0.537,0.77,10.3,1986,1986-01-01
John Lucas,0.446,0.308,0.476,0.474,0.775,15.5,1986,1986-01-01
Sidney Moncrief,0.489,0.32,0.509,0.506,0.859,20.2,1986,1986-01-01
Paul Mokeski,0.424,0.0,0.424,0.424,0.735,3.2,1986,1986-01-01
Alton Lister,0.551,0.0,0.553,0.551,0.602,9.8,1986,1986-01-01
Robert Reid,0.464,0.182,0.475,0.468,0.757,12.0,1986,1986-01-01
Mark Olberding,0.558,0.0,0.561,0.558,0.771,7.6,1986,1986-01-01
Joe Kleine,0.465,0.0,0.465,0.465,0.723,5.2,1986,1986-01-01
Rich Kelley,0.571,0.0,0.596,0.571,0.818,2.0,1986,1986-01-01
Spud Webb,0.483,0.182,0.491,0.485,0.785,7.8,1986,1986-01-01
Tree Rollins,0.499,0.0,0.5,0.499,0.767,5.6,1986,1986-01-01
Doc Rivers,0.474,0.0,0.491,0.474,0.608,11.5,1986,1986-01-01
Cliff Levingston,0.534,0.0,0.535,0.534,0.678,9.3,1986,1986-01-01
Jon Koncak,0.507,0.0,0.508,0.507,0.607,8.3,1986,1986-01-01
Scott Hastings,0.409,0.75,0.4,0.418,0.857,3.1,1986,1986-01-01
Johnny Davis,0.43,0.231,0.438,0.435,0.855,6.3,1986,1986-01-01
Lorenzo Charles,0.557,0.0,0.557,0.557,0.667,3.4,1986,1986-01-01
Antoine Carr,0.527,0.0,0.527,0.527,0.667,6.8,1986,1986-01-01
John Battle,0.455,0.0,0.47,0.455,0.728,4.3,1986,1986-01-01
Derrick Rowland,0.333,0.0,0.333,0.333,0.5,1.5,1986,1986-01-01
Jawann Oldham,0.517,0.0,0.519,0.517,0.582,7.4,1986,1986-01-01
John Paxson,0.466,0.3,0.496,0.489,0.804,5.3,1986,1986-01-01
Mike Smrek,0.377,0.0,0.383,0.377,0.552,2.8,1986,1986-01-01
Orlando Woolridge,0.495,0.174,0.502,0.497,0.788,20.7,1986,1986-01-01
Jerry Reynolds,0.444,0.5,0.444,0.448,0.558,3.7,1986,1986-01-01
Maurice Cheeks,0.537,0.235,0.542,0.539,0.842,15.4,1986,1986-01-01
Julius Erving,0.48,0.281,0.486,0.484,0.785,18.1,1986,1986-01-01
Kenny Green,0.432,0.0,0.435,0.432,0.714,4.9,1986,1986-01-01
Earl Jones,0.417,0.0,0.417,0.417,0.75,1.1,1986,1986-01-01
Bobby Jones,0.559,0.0,0.561,0.559,0.786,7.0,1986,1986-01-01
Charles Jones,0.508,0.0,0.51,0.508,0.628,3.9,1986,1986-01-01
Fat Lever,0.441,0.316,0.446,0.447,0.725,13.8,1986,1986-01-01
Leon Wood,0.395,0.36,0.406,0.439,0.794,7.8,1986,1986-01-01
Gus Williams,0.428,0.259,0.45,0.443,0.734,13.5,1986,1986-01-01
Jeff Malone,0.483,0.176,0.486,0.484,0.868,22.4,1986,1986-01-01
Jeff Ruland,0.554,0.0,0.559,0.554,0.725,19.0,1986,1986-01-01
Dan Roundfield,0.488,0.0,0.492,0.488,0.754,11.6,1986,1986-01-01
Cliff Robinson,0.474,0.25,0.475,0.475,0.762,18.7,1986,1986-01-01
Kevin Mckenna,0.367,0.36,0.374,0.449,0.833,5.8,1986,1986-01-01
Tom Mcmillen,0.46,0.0,0.465,0.46,0.81,5.8,1986,1986-01-01
Mike Woodson,0.475,0.154,0.479,0.476,0.837,15.6,1986,1986-01-01
Clemon Johnson,0.471,0.0,0.471,0.471,0.63,3.5,1986,1986-01-01
Voise Winters,0.231,0.0,0.25,0.231,0.0,1.5,1986,1986-01-01
Andrew Toney,0.306,0.0,0.324,0.306,0.375,4.2,1986,1986-01-01
Sedale Threatt,0.453,0.042,0.468,0.454,0.833,9.9,1986,1986-01-01
Paul Thompson,0.361,0.167,0.374,0.366,0.86,7.8,1986,1986-01-01
Greg Stokes,0.471,0.0,0.475,0.471,0.667,4.1,1986,1986-01-01
Perry Moss,0.397,0.219,0.419,0.409,0.73,4.2,1986,1986-01-01
Bob Mcadoo,0.462,0.0,0.462,0.462,0.765,10.1,1986,1986-01-01
Moses Malone,0.458,0.0,0.459,0.458,0.787,23.8,1986,1986-01-01
Lewis Lloyd,0.529,0.2,0.534,0.53,0.843,16.9,1986,1986-01-01
Craig Hodges,0.5,0.451,0.52,0.564,0.872,10.8,1986,1986-01-01
Mike Glenn,0.495,0.0,0.495,0.495,0.959,6.2,1986,1986-01-01
Kenny Fields,0.513,0.0,0.518,0.513,0.689,6.4,1986,1986-01-01
Bill Hanzlik,0.447,0.195,0.461,0.452,0.785,12.5,1986,1986-01-01
Mike Evans,0.425,0.222,0.492,0.452,0.846,9.5,1986,1986-01-01
Alex English,0.504,0.2,0.505,0.504,0.862,29.8,1986,1986-01-01
T.R. Dunn,0.454,0.0,0.455,0.454,0.773,5.0,1986,1986-01-01
Wayne Cooper,0.466,0.429,0.466,0.467,0.795,13.1,1986,1986-01-01
Bill Wennington,0.471,0.0,0.483,0.471,0.726,3.4,1986,1986-01-01
Jay Vincent,0.481,0.0,0.483,0.481,0.81,13.8,1986,1986-01-01
Detlef Schrempf,0.451,0.429,0.451,0.456,0.724,6.2,1986,1986-01-01
Sam Perkins,0.503,0.333,0.51,0.509,0.814,15.4,1986,1986-01-01
Harold Keeling,0.436,0.0,0.436,0.436,0.714,2.2,1986,1986-01-01
Derek Harper,0.534,0.235,0.557,0.542,0.747,12.2,1986,1986-01-01
Dale Ellis,0.411,0.364,0.438,0.478,0.72,7.1,1986,1986-01-01
Brad Davis,0.532,0.36,0.569,0.564,0.868,9.3,1986,1986-01-01
Rolando Blackman,0.514,0.138,0.522,0.515,0.836,21.5,1986,1986-01-01
Uwe Blab,0.468,0.0,0.468,0.468,0.537,2.6,1986,1986-01-01
Mark Aguirre,0.503,0.286,0.513,0.509,0.705,22.6,1986,1986-01-01
Randy Breuer,0.477,0.0,0.478,0.477,0.712,8.4,1986,1986-01-01
Terry Cummings,0.474,0.0,0.474,0.474,0.656,19.8,1986,1986-01-01
Charles Davis,0.474,0.125,0.496,0.477,0.813,7.7,1986,1986-01-01
Calvin Natt,0.504,0.333,0.505,0.505,0.801,17.7,1986,1986-01-01
Kevin Willis,0.517,0.0,0.52,0.517,0.654,12.3,1986,1986-01-01
Dominique Wilkins,0.468,0.186,0.479,0.472,0.818,30.3,1986,1986-01-01
Gerald Henderson,0.482,0.346,0.491,0.492,0.83,13.1,1986,1986-01-01
Carl Henry,0.463,0.4,0.474,0.493,0.706,2.8,1986,1986-01-01
Darryl Dawkins,0.644,0.0,0.645,0.644,0.707,15.3,1986,1986-01-01
Mike Gminski,0.517,0.0,0.518,0.517,0.893,16.5,1986,1986-01-01
Mickey Johnson,0.422,0.208,0.433,0.427,0.785,7.8,1986,1986-01-01
Larry Drew,0.485,0.323,0.491,0.491,0.795,11.9,1986,1986-01-01
Yvon Joseph,0.0,0.0,0.0,0.0,1.0,2.0,1986,1986-01-01
Albert King,0.456,0.174,0.463,0.458,0.823,14.3,1986,1986-01-01
Mike O'Koren,0.476,0.259,0.495,0.487,0.59,5.2,1986,1986-01-01
Kelvin Ransey,0.457,0.125,0.474,0.46,0.818,7.4,1986,1986-01-01
Micheal Ray Richardson,0.448,0.148,0.461,0.451,0.788,15.7,1986,1986-01-01
Jeff Turner,0.491,0.0,0.494,0.491,0.744,4.3,1986,1986-01-01
Buck Williams,0.523,0.0,0.524,0.523,0.676,15.9,1986,1986-01-01
Ray Williams,0.382,0.316,0.387,0.392,0.913,7.6,1986,1986-01-01
Jack Sikma,0.462,0.0,0.467,0.462,0.864,17.1,1986,1986-01-01
David Pope,0.45,1.0,0.421,0.475,0.5,1.9,1986,1986-01-01
Michael Phelps,0.409,0.083,0.423,0.411,0.595,4.0,1986,1986-01-01
Xavier Mcdaniel,0.49,0.2,0.492,0.491,0.687,17.1,1986,1986-01-01
Tim Mccormick,0.57,0.5,0.57,0.571,0.713,8.8,1986,1986-01-01
George Johnson,0.522,0.0,0.522,0.522,0.688,0.9,1986,1986-01-01
Eddie Johnson,0.475,0.2,0.479,0.477,0.816,18.7,1986,1986-01-01
George Johnson,0.522,0.0,0.522,0.522,0.688,0.9,1986,1986-01-01
Eddie Johnson,0.475,0.2,0.479,0.477,0.816,18.7,1986,1986-01-01
Dudley Bradley,0.349,0.25,0.397,0.39,0.571,2.8,1986,1986-01-01
Danny Young,0.506,0.324,0.541,0.532,0.849,6.9,1986,1986-01-01
Charles Jones,0.508,0.0,0.51,0.508,0.628,3.9,1986,1986-01-01
George Johnson,0.333,0.0,0.333,0.333,1.0,2.0,1986,1986-01-01
George Johnson,0.333,0.0,0.333,0.333,1.0,2.0,1986,1986-01-01
Frank Johnson,0.448,0.0,0.457,0.448,0.704,12.6,1986,1986-01-01
Al Wood,0.435,0.135,0.449,0.438,0.782,11.6,1986,1986-01-01
Danny Vranes,0.461,0.0,0.468,0.461,0.52,3.8,1986,1986-01-01
Pete Williams,0.604,0.0,0.604,0.604,0.425,2.8,1986,1986-01-01
Willie White,0.44,0.286,0.463,0.458,0.826,4.0,1986,1986-01-01
Elston Turner,0.435,0.0,0.446,0.435,0.736,5.1,1986,1986-01-01
Danny Schayes,0.502,0.0,0.503,0.502,0.777,8.2,1986,1986-01-01
Blair Rasmussen,0.407,0.0,0.407,0.407,0.795,3.2,1986,1986-01-01
Alex Stivrins,0.25,0.0,0.25,0.25,0.25,1.0,1986,1986-01-01
Ricky Sobers,0.444,0.302,0.456,0.456,0.88,7.7,1986,1986-01-01
Otis Birdsong,0.513,0.364,0.516,0.517,0.581,15.8,1986,1986-01-01
Bobby Cattage,0.337,0.2,0.346,0.343,0.795,3.2,1986,1986-01-01
Darwin Cook,0.426,0.208,0.446,0.435,0.757,8.0,1986,1986-01-01
Claude Gregory,0.5,0.0,0.5,0.5,0.0,1.0,1986,1986-01-01
Darren Daye,0.496,0.333,0.497,0.497,0.671,8.7,1986,1986-01-01
Manute Bol,0.46,0.0,0.462,0.46,0.488,3.7,1986,1986-01-01
Randy Wittman,0.53,0.313,0.534,0.533,0.77,12.9,1986,1986-01-01
Bobby Jones,0.559,0.0,0.561,0.559,0.786,7.0,1986,1986-01-01
Tom Chambers,0.466,0.271,0.476,0.473,0.836,18.5,1986,1986-01-01
Sidney Green,0.465,0.0,0.469,0.465,0.782,13.5,1986,1986-01-01
Rod Higgins,0.368,0.111,0.392,0.373,0.704,3.3,1986,1986-01-01
Gerald Henderson,0.482,0.346,0.491,0.492,0.83,13.1,1986,1986-01-01
Michael Jordan,0.457,0.167,0.474,0.462,0.84,22.7,1986,1986-01-01
Kyle Macy,0.483,0.411,0.506,0.532,0.811,8.6,1986,1986-01-01
Billy Mckinney,0.435,0.0,0.435,0.435,1.0,2.4,1986,1986-01-01
Charles Oakley,0.519,0.0,0.522,0.519,0.662,9.6,1986,1986-01-01
Ron Anderson,0.494,0.222,0.498,0.495,0.669,9.2,1986,1986-01-01
David Cooke,0.182,0.0,0.182,0.182,0.5,1.5,1986,1986-01-01
Michael Adams,0.364,0.0,0.39,0.364,0.667,2.2,1986,1986-01-01
Craig Ehlo,0.429,0.333,0.44,0.446,0.793,2.7,1986,1986-01-01
Steve Harris,0.442,0.2,0.447,0.444,0.926,4.5,1986,1986-01-01
Allen Leavell,0.463,0.358,0.481,0.489,0.854,7.9,1986,1986-01-01
Charles Barkley,0.572,0.227,0.598,0.58,0.685,20.0,1986,1986-01-01
Butch Carter,0.292,0.0,0.304,0.292,0.857,2.2,1986,1986-01-01
Terry Catledge,0.469,0.0,0.473,0.469,0.647,7.7,1986,1986-01-01
Mike Bratz,0.371,0.286,0.393,0.4,0.778,2.1,1986,1986-01-01
Quinn Buckner,0.471,0.0,0.476,0.471,0.704,3.7,1986,1986-01-01
Michael Holton,0.44,0.083,0.466,0.443,0.636,6.5,1986,1986-01-01
Bill Garnett,0.469,0.0,0.473,0.469,0.716,4.3,1986,1986-01-01
Frank Brickowski,0.517,0.0,0.517,0.517,0.667,2.0,1986,1986-01-01
Gene Banks,0.517,0.0,0.532,0.517,0.718,10.9,1986,1986-01-01
Tony Brown,0.439,0.0,0.462,0.439,0.692,4.5,1986,1986-01-01
Dave Corzine,0.491,0.25,0.497,0.494,0.743,9.6,1986,1986-01-01
Quintin Dailey,0.432,0.0,0.439,0.432,0.823,16.3,1986,1986-01-01
George Gervin,0.472,0.211,0.476,0.474,0.879,16.2,1986,1986-01-01
Vern Fleming,0.506,0.167,0.508,0.506,0.745,14.2,1986,1986-01-01
Bryan Warrick,0.467,0.25,0.482,0.475,0.794,6.3,1986,1986-01-01
Herb Williams,0.492,0.083,0.496,0.492,0.73,19.9,1986,1986-01-01
Steve Stipanovich,0.47,0.2,0.473,0.471,0.768,13.6,1986,1986-01-01
Stuart Gray,0.5,0.0,0.5,0.5,0.635,2.3,1986,1986-01-01
Wayman Tisdale,0.515,0.0,0.516,0.515,0.684,14.7,1986,1986-01-01
Bill Martin,0.48,0.0,0.493,0.48,0.852,5.0,1986,1986-01-01
Dwayne Mcclain,0.383,0.111,0.398,0.386,0.514,3.5,1986,1986-01-01
Clark Kellogg,0.473,0.308,0.48,0.48,0.768,17.6,1986,1986-01-01
Terence Stansbury,0.433,0.17,0.469,0.443,0.811,6.7,1986,1986-01-01
Clint Richardson,0.455,0.111,0.459,0.456,0.837,9.7,1986,1986-01-01
Pace Mannion,0.33,0.333,0.329,0.346,0.581,3.6,1987,1987-01-01
Jeff Turner,0.465,0.0,0.466,0.465,0.731,5.0,1987,1987-01-01
Kevin Mckenna,0.454,0.419,0.474,0.531,0.754,7.2,1987,1987-01-01
Orlando Woolridge,0.521,0.125,0.524,0.522,0.777,20.7,1987,1987-01-01
Leon Wood,0.373,0.3,0.422,0.433,0.799,7.3,1987,1987-01-01
Ray Williams,0.452,0.25,0.473,0.464,0.817,9.9,1987,1987-01-01
Thurl Bailey,0.447,0.0,0.448,0.447,0.805,13.8,1987,1987-01-01
Buck Williams,0.557,0.0,0.557,0.557,0.731,18.0,1987,1987-01-01
Pearl Washington,0.478,0.167,0.492,0.481,0.784,8.6,1987,1987-01-01
Maurice Martin,0.378,0.2,0.4,0.389,0.636,3.4,1987,1987-01-01
Mike Gminski,0.457,0.0,0.457,0.457,0.846,16.4,1987,1987-01-01
Roy Hinson,0.478,0.0,0.478,0.478,0.758,13.9,1987,1987-01-01
Jim Lampley,0.333,0.0,0.333,0.333,0.5,3.0,1987,1987-01-01
Tim Mccormick,0.545,0.0,0.548,0.545,0.719,12.8,1987,1987-01-01
Mark Mcnamara,0.467,0.0,0.467,0.467,0.368,3.2,1987,1987-01-01
Cliff Robinson,0.464,0.0,0.466,0.464,0.755,14.8,1987,1987-01-01
Jeff Ruland,0.679,0.0,0.679,0.679,0.75,9.4,1987,1987-01-01
Alex English,0.503,0.267,0.504,0.504,0.844,28.6,1987,1987-01-01
T.R. Dunn,0.428,0.0,0.431,0.428,0.655,3.4,1987,1987-01-01
Kenny Green,0.357,0.0,0.357,0.357,0.737,3.4,1987,1987-01-01
Wayne Cooper,0.448,0.0,0.451,0.448,0.725,8.0,1987,1987-01-01
Louis Orr,0.427,0.2,0.43,0.428,0.727,7.0,1987,1987-01-01
Jawann Oldham,0.408,0.0,0.41,0.408,0.544,3.9,1987,1987-01-01
Chris Mcnealy,0.492,0.0,0.492,0.492,0.65,3.9,1987,1987-01-01
Bill Martin,0.36,0.0,0.36,0.36,0.875,3.1,1987,1987-01-01
Bernard King,0.495,0.0,0.495,0.495,0.744,22.7,1987,1987-01-01
Gerald Henderson,0.442,0.247,0.467,0.456,0.826,10.9,1987,1987-01-01
Andrew Toney,0.451,0.328,0.473,0.476,0.796,10.6,1987,1987-01-01
Gerald Henderson,0.442,0.247,0.467,0.456,0.826,10.9,1987,1987-01-01
Mark Alarie,0.49,0.222,0.495,0.492,0.663,7.9,1987,1987-01-01
Albert King,0.426,0.406,0.427,0.437,0.81,9.5,1987,1987-01-01
World B. Free,0.317,0.222,0.325,0.325,0.766,5.8,1987,1987-01-01
Mike Evans,0.458,0.314,0.502,0.495,0.78,10.1,1987,1987-01-01
Chris Engler,0.451,0.0,0.451,0.451,0.75,1.9,1987,1987-01-01
Darryl Dawkins,0.625,0.0,0.625,0.625,0.708,9.5,1987,1987-01-01
Ben Coleman,0.581,0.0,0.583,0.581,0.727,6.6,1987,1987-01-01
Tony Brown,0.442,0.25,0.447,0.445,0.738,11.3,1987,1987-01-01
Otis Birdsong,0.452,0.0,0.463,0.452,0.667,6.3,1987,1987-01-01
James Bailey,0.469,0.0,0.469,0.469,0.725,8.3,1987,1987-01-01
Charles Barkley,0.594,0.202,0.643,0.606,0.761,23.0,1987,1987-01-01
Maurice Cheeks,0.527,0.235,0.533,0.529,0.777,15.6,1987,1987-01-01
Julius Erving,0.471,0.264,0.484,0.479,0.813,16.8,1987,1987-01-01
Steve Colter,0.426,0.235,0.434,0.431,0.766,6.1,1987,1987-01-01
Darrell Walker,0.482,0.0,0.485,0.482,0.745,12.2,1987,1987-01-01
Otis Smith,0.418,0.0,0.429,0.418,0.571,2.8,1987,1987-01-01
Danny Schayes,0.519,0.0,0.519,0.519,0.779,8.5,1987,1987-01-01
Blair Rasmussen,0.47,0.0,0.47,0.47,0.732,9.5,1987,1987-01-01
Calvin Natt,0.4,0.0,0.4,0.4,1.0,10.0,1987,1987-01-01
Kent Benson,0.443,0.286,0.447,0.446,0.81,4.5,1987,1987-01-01
Fat Lever,0.469,0.239,0.486,0.477,0.782,18.9,1987,1987-01-01
Bill Hanzlik,0.412,0.275,0.428,0.426,0.786,13.0,1987,1987-01-01
Pete Williams,0.5,0.0,0.5,0.5,0.0,0.4,1987,1987-01-01
Dell Curry,0.426,0.283,0.459,0.452,0.789,4.9,1987,1987-01-01
Jerome Whitehead,0.45,0.0,0.451,0.45,0.699,5.1,1987,1987-01-01
Rickey Green,0.467,0.368,0.47,0.473,0.827,9.6,1987,1987-01-01
John Battle,0.457,0.0,0.472,0.457,0.738,6.0,1987,1987-01-01
Terence Stansbury,0.429,0.379,0.441,0.465,0.62,4.0,1987,1987-01-01
Kevin Williams,0.446,0.0,0.457,0.446,0.833,4.9,1987,1987-01-01
Danny Young,0.458,0.367,0.493,0.509,0.831,4.8,1987,1987-01-01
Gene Banks,0.539,0.0,0.545,0.539,0.767,9.7,1987,1987-01-01
Mike Brown,0.527,0.0,0.527,0.527,0.639,4.2,1987,1987-01-01
Fred Cofield,0.182,0.0,0.2,0.182,0.0,0.8,1987,1987-01-01
Dave Corzine,0.475,0.0,0.479,0.475,0.736,8.3,1987,1987-01-01
Michael Jordan,0.482,0.182,0.491,0.484,0.857,37.1,1987,1987-01-01
Pete Myers,0.365,0.0,0.413,0.365,0.651,2.3,1987,1987-01-01
Antoine Carr,0.506,0.333,0.508,0.508,0.709,5.3,1987,1987-01-01
Charles Oakley,0.445,0.367,0.447,0.45,0.686,14.5,1987,1987-01-01
Ben Poquette,0.508,0.0,0.525,0.508,0.8,2.8,1987,1987-01-01
Brad Sellers,0.455,0.2,0.46,0.457,0.728,8.5,1987,1987-01-01
Sedale Threatt,0.448,0.219,0.462,0.454,0.798,8.5,1987,1987-01-01
Elston Turner,0.444,0.125,0.455,0.446,0.742,3.5,1987,1987-01-01
Benoit Benjamin,0.449,0.0,0.45,0.449,0.715,11.5,1987,1987-01-01
Michael Cage,0.521,0.0,0.522,0.521,0.73,15.7,1987,1987-01-01
Earl Cureton,0.476,0.0,0.478,0.476,0.539,7.3,1987,1987-01-01
Quintin Dailey,0.407,0.1,0.414,0.408,0.768,10.6,1987,1987-01-01
Larry Drew,0.432,0.167,0.463,0.441,0.837,12.4,1987,1987-01-01
Kenny Fields,0.452,0.25,0.459,0.456,0.777,8.2,1987,1987-01-01
John Paxson,0.487,0.371,0.511,0.52,0.809,11.3,1987,1987-01-01
Lancaster Gordon,0.406,0.292,0.416,0.418,0.737,7.5,1987,1987-01-01
Scott Hastings,0.338,0.167,0.375,0.353,0.793,1.8,1987,1987-01-01
Cliff Levingston,0.506,0.0,0.509,0.506,0.731,8.0,1987,1987-01-01
Terry Teagle,0.458,0.0,0.464,0.458,0.778,11.2,1987,1987-01-01
Larry Smith,0.546,0.0,0.547,0.546,0.574,8.8,1987,1987-01-01
Clinton Smith,0.427,0.0,0.435,0.427,0.75,3.1,1987,1987-01-01
Purvis Short,0.479,0.235,0.488,0.483,0.856,18.3,1987,1987-01-01
Chris Mullin,0.514,0.302,0.529,0.524,0.825,15.1,1987,1987-01-01
Perry Moss,0.44,0.071,0.466,0.442,0.71,3.6,1987,1987-01-01
Ben Mcdonald,0.456,0.125,0.463,0.457,0.632,5.6,1987,1987-01-01
Rod Higgins,0.519,0.176,0.534,0.523,0.833,8.6,1987,1987-01-01
Kevin Henderson,0.375,0.0,0.375,0.375,1.0,1.6,1987,1987-01-01
Sleepy Floyd,0.488,0.384,0.512,0.524,0.86,18.8,1987,1987-01-01
Jon Koncak,0.48,0.0,0.481,0.48,0.654,5.6,1987,1987-01-01
Joe Barry Carroll,0.472,0.0,0.472,0.472,0.787,21.2,1987,1987-01-01
Stewart Granger,0.37,0.0,0.392,0.37,0.818,3.3,1987,1987-01-01
Randy Wittman,0.503,0.333,0.505,0.505,0.787,12.7,1987,1987-01-01
Michael Wilson,0.3,0.0,0.3,0.3,1.0,1.1,1987,1987-01-01
Kevin Willis,0.536,0.25,0.538,0.537,0.709,16.1,1987,1987-01-01
Gus Williams,0.363,0.278,0.375,0.38,0.675,4.2,1987,1987-01-01
Dominique Wilkins,0.463,0.292,0.474,0.472,0.818,29.0,1987,1987-01-01
Spud Webb,0.438,0.167,0.449,0.441,0.762,6.8,1987,1987-01-01
Tree Rollins,0.546,0.0,0.546,0.546,0.724,5.4,1987,1987-01-01
Doc Rivers,0.451,0.19,0.459,0.454,0.828,12.8,1987,1987-01-01
Mike Mcgee,0.459,0.376,0.502,0.523,0.584,10.4,1987,1987-01-01
Greg Ballard,0.44,0.375,0.445,0.453,0.747,7.1,1987,1987-01-01
Mark Eaton,0.4,0.0,0.4,0.4,0.657,7.7,1987,1987-01-01
Geoff Huston,0.455,0.5,0.454,0.459,0.529,6.8,1987,1987-01-01
Steffond Johnson,0.422,0.0,0.443,0.422,0.526,2.6,1987,1987-01-01
Clemon Johnson,0.494,0.0,0.5,0.494,0.636,3.2,1987,1987-01-01
Dale Ellis,0.516,0.358,0.546,0.545,0.787,24.9,1987,1987-01-01
Tom Chambers,0.456,0.372,0.466,0.475,0.849,23.3,1987,1987-01-01
Ed Pinckney,0.584,0.0,0.586,0.584,0.739,10.5,1987,1987-01-01
Mike Sanders,0.494,0.118,0.504,0.496,0.781,10.5,1987,1987-01-01
Bernard Thompson,0.4,0.0,0.412,0.4,0.818,4.6,1987,1987-01-01
Nick Vanos,0.411,0.0,0.417,0.411,0.644,2.9,1987,1987-01-01
Brad Wright,0.435,0.0,0.444,0.435,0.429,3.7,1987,1987-01-01
Gerald Wilkins,0.486,0.351,0.494,0.496,0.701,19.1,1987,1987-01-01
Eddie Lee Wilkins,0.441,0.0,0.444,0.441,0.466,5.8,1987,1987-01-01
Eddie Johnson,0.457,0.333,0.468,0.47,0.764,9.0,1987,1987-01-01
Kenny Walker,0.491,0.0,0.494,0.491,0.757,10.4,1987,1987-01-01
Bob Thornton,0.433,0.0,0.439,0.433,0.65,2.2,1987,1987-01-01
Kelly Tripucka,0.469,0.365,0.478,0.484,0.872,10.1,1987,1987-01-01
John Stockton,0.499,0.179,0.528,0.506,0.782,7.9,1987,1987-01-01
Carey Scurry,0.498,0.308,0.509,0.506,0.701,5.0,1987,1987-01-01
Karl Malone,0.512,0.0,0.514,0.512,0.598,21.7,1987,1987-01-01
Marc Iavaroni,0.465,0.0,0.474,0.465,0.672,3.6,1987,1987-01-01
Bob Hansen,0.453,0.356,0.46,0.466,0.76,9.7,1987,1987-01-01
Rory Sparrow,0.446,0.262,0.46,0.455,0.798,7.6,1987,1987-01-01
Mckinley Singleton,0.667,0.0,1.0,0.667,0.0,2.0,1987,1987-01-01
Darrell Griffith,0.446,0.335,0.473,0.478,0.703,15.0,1987,1987-01-01
Trent Tucker,0.47,0.422,0.485,0.52,0.762,11.4,1987,1987-01-01
Marques Johnson,0.439,0.0,0.456,0.439,0.714,16.6,1987,1987-01-01
Eddie Johnson,0.457,0.333,0.468,0.47,0.764,9.0,1987,1987-01-01
Alton Lister,0.504,0.0,0.504,0.504,0.675,11.6,1987,1987-01-01
Tim Kempton,0.471,0.0,0.473,0.471,0.693,4.4,1987,1987-01-01
Dwayne Polee,0.25,0.0,1.0,0.25,0.0,2.0,1987,1987-01-01
Darnell Valentine,0.41,0.232,0.426,0.42,0.815,11.2,1987,1987-01-01
Rory White,0.48,0.0,0.483,0.48,0.653,9.2,1987,1987-01-01
Mike Woodson,0.437,0.276,0.457,0.452,0.828,17.1,1987,1987-01-01
Granville Waiters,0.43,0.0,0.435,0.43,0.556,1.9,1987,1987-01-01
Chris Washburn,0.393,0.0,0.396,0.393,0.353,3.8,1987,1987-01-01
Alvan Adams,0.503,0.0,0.504,0.503,0.788,11.1,1987,1987-01-01
Rafael Addison,0.441,0.32,0.463,0.465,0.797,5.8,1987,1987-01-01
William Bedford,0.397,0.0,0.398,0.397,0.581,6.7,1987,1987-01-01
Curtis Kitchen,0.5,0.0,0.6,0.5,0.75,1.5,1987,1987-01-01
