Player,FG%,3P%,2P%,eFG%,FT%,PTS,Year,season_date
Darrell Armstrong,0.364,0.333,0.415,0.468,0.667,2.5,2008,2008-01-01
Kelenna Azubuike,0.445,0.364,0.485,0.505,0.717,8.5,2008,2008-01-01
Matt Barnes,0.423,0.293,0.513,0.483,0.747,6.7,2008,2008-01-01
Marco Belinelli,0.387,0.39,0.385,0.473,0.778,2.9,2008,2008-01-01
Andris Biedriņš,0.626,0.0,0.626,0.626,0.62,10.5,2008,2008-01-01
Austin Croshere,0.445,0.361,0.513,0.526,0.906,3.9,2008,2008-01-01
Baron Davis,0.426,0.33,0.477,0.483,0.75,21.8,2008,2008-01-01
Monta Ellis,0.531,0.231,0.545,0.536,0.767,20.2,2008,2008-01-01
Al Harrington,0.434,0.375,0.482,0.517,0.774,13.6,2008,2008-01-01
Troy Hudson,0.29,0.333,0.263,0.355,1.0,3.1,2008,2008-01-01
Stephen Jackson,0.405,0.363,0.435,0.481,0.832,20.1,2008,2008-01-01
Patrick O'Bryant,0.552,0.0,0.552,0.552,0.6,1.5,2008,2008-01-01
Leon Powe,0.572,0.0,0.575,0.572,0.71,7.9,2008,2008-01-01
Kosta Perović,0.3,0.0,0.3,0.3,0.667,1.4,2008,2008-01-01
C.J. Watson,0.426,0.346,0.453,0.47,0.793,3.7,2008,2008-01-01
Chris Webber,0.484,0.0,0.484,0.484,0.417,3.9,2008,2008-01-01
Brandan Wright,0.554,0.0,0.554,0.554,0.675,4.0,2008,2008-01-01
Gerald Wallace,0.449,0.321,0.491,0.488,0.731,19.4,2008,2008-01-01
Jason Richardson,0.441,0.406,0.466,0.524,0.752,21.8,2008,2008-01-01
Emeka Okafor,0.535,0.0,0.535,0.535,0.57,13.8,2008,2008-01-01
Nazr Mohammed,0.515,0.0,0.516,0.515,0.583,7.8,2008,2008-01-01
Jeff Mcinnis,0.434,0.158,0.457,0.44,0.767,4.5,2008,2008-01-01
Ryan Hollins,0.489,0.0,0.489,0.489,0.671,2.5,2008,2008-01-01
Othella Harrington,0.429,0.0,0.429,0.429,0.625,2.1,2008,2008-01-01
Raymond Felton,0.413,0.28,0.447,0.441,0.8,14.4,2008,2008-01-01
Brian Scalabrine,0.309,0.326,0.292,0.388,0.75,1.8,2008,2008-01-01
Rajon Rondo,0.492,0.263,0.499,0.496,0.611,10.6,2008,2008-01-01
Mickaël Piétrus,0.439,0.361,0.51,0.525,0.673,7.2,2008,2008-01-01
Jerry Stackhouse,0.405,0.326,0.447,0.462,0.892,10.7,2008,2008-01-01
Dirk Nowitzki,0.479,0.359,0.504,0.51,0.879,23.6,2008,2008-01-01
Jamaal Magloire,0.327,0.0,0.327,0.327,0.455,1.8,2008,2008-01-01
Juan Dixon,0.411,0.417,0.409,0.469,0.808,5.0,2008,2008-01-01
Richard Hamilton,0.484,0.44,0.492,0.515,0.833,17.3,2008,2008-01-01
Jarvis Hayes,0.431,0.376,0.465,0.503,0.75,6.7,2008,2008-01-01
Walter Herrmann,0.389,0.313,0.45,0.458,0.84,3.4,2008,2008-01-01
Lindsey Hunter,0.344,0.269,0.395,0.398,0.778,2.4,2008,2008-01-01
Amir Johnson,0.558,0.0,0.558,0.558,0.673,3.6,2008,2008-01-01
Jason Maxiell,0.538,0.0,0.539,0.538,0.633,7.9,2008,2008-01-01
Antonio Mcdyess,0.488,0.0,0.49,0.488,0.622,8.8,2008,2008-01-01
Tayshaun Prince,0.448,0.363,0.463,0.476,0.768,13.2,2008,2008-01-01
Theo Ratliff,0.482,0.0,0.488,0.482,0.674,4.3,2008,2008-01-01
Cheikh Samb,0.75,0.0,0.75,0.75,0.5,1.8,2008,2008-01-01
Al Jefferson,0.5,0.0,0.502,0.5,0.721,21.0,2008,2008-01-01
Mark Madsen,0.158,0.0,0.158,0.158,0.25,0.5,2008,2008-01-01
J.J. Barea,0.418,0.389,0.431,0.479,0.8,4.3,2008,2008-01-01
Rashad Mccants,0.453,0.407,0.481,0.529,0.748,14.9,2008,2008-01-01
Craig Smith,0.563,0.0,0.572,0.563,0.665,9.4,2008,2008-01-01
Kirk Snyder,0.508,0.217,0.548,0.521,0.727,7.3,2008,2008-01-01
Sebastian Telfair,0.401,0.281,0.432,0.43,0.743,9.3,2008,2008-01-01
Antoine Walker,0.363,0.324,0.401,0.444,0.53,8.0,2008,2008-01-01
Rodney Stuckey,0.401,0.188,0.41,0.404,0.814,7.6,2008,2008-01-01
Rasheed Wallace,0.432,0.356,0.476,0.497,0.767,12.7,2008,2008-01-01
Lamarcus Aldridge,0.484,0.143,0.486,0.484,0.762,17.8,2008,2008-01-01
Steve Blake,0.408,0.406,0.409,0.502,0.766,8.5,2008,2008-01-01
Channing Frye,0.488,0.3,0.492,0.491,0.78,6.8,2008,2008-01-01
Jarrett Jack,0.431,0.342,0.47,0.483,0.867,9.9,2008,2008-01-01
James Jones,0.437,0.444,0.426,0.576,0.878,8.0,2008,2008-01-01
Raef Lafrentz,0.443,0.0,0.474,0.443,0.579,1.7,2008,2008-01-01
Josh Mcroberts,0.6,0.0,0.667,0.6,0.0,1.5,2008,2008-01-01
Chris Richard,0.471,0.0,0.471,0.471,0.593,1.9,2008,2008-01-01
Brandon Bass,0.499,0.0,0.503,0.499,0.822,8.3,2008,2008-01-01
Erick Dampier,0.643,0.0,0.643,0.643,0.575,6.1,2008,2008-01-01
Devean George,0.357,0.324,0.374,0.411,0.706,3.7,2008,2008-01-01
Tyronn Lue,0.447,0.453,0.443,0.524,0.781,5.8,2008,2008-01-01
Jason Kidd,0.385,0.381,0.387,0.46,0.818,10.8,2008,2008-01-01
Eddie Jones,0.367,0.293,0.5,0.461,0.714,3.7,2008,2008-01-01
Juwan Howard,0.359,0.0,0.359,0.359,0.786,1.1,2008,2008-01-01
Josh Howard,0.455,0.319,0.482,0.482,0.813,19.9,2008,2008-01-01
Arron Afflalo,0.411,0.208,0.461,0.432,0.782,3.7,2008,2008-01-01
Chauncey Billups,0.448,0.401,0.479,0.526,0.918,17.0,2008,2008-01-01
Julian Wright,0.533,0.417,0.552,0.562,0.635,3.9,2008,2008-01-01
David West,0.482,0.24,0.487,0.484,0.85,20.6,2008,2008-01-01
Bonzi Wells,0.443,0.24,0.462,0.453,0.643,9.1,2008,2008-01-01
Marcus Vinicius,0.45,0.417,0.5,0.575,0.455,2.2,2008,2008-01-01
Peja Stojaković,0.44,0.441,0.438,0.552,0.929,16.4,2008,2008-01-01
Morris Peterson,0.417,0.394,0.445,0.526,0.765,8.0,2008,2008-01-01
Anthony Johnson,0.437,0.452,0.431,0.496,0.814,5.6,2008,2008-01-01
Jannero Pargo,0.39,0.349,0.406,0.439,0.877,8.1,2008,2008-01-01
Corey Brewer,0.374,0.194,0.389,0.382,0.8,5.8,2008,2008-01-01
Greg Buckner,0.385,0.3,0.448,0.449,0.864,4.0,2008,2008-01-01
Michael Doleac,0.444,0.0,0.444,0.444,0.5,2.4,2008,2008-01-01
Randy Foye,0.429,0.412,0.436,0.495,0.815,13.1,2008,2008-01-01
Ryan Gomes,0.457,0.33,0.491,0.492,0.83,12.6,2008,2008-01-01
Marko Jarić,0.43,0.362,0.451,0.473,0.742,8.3,2008,2008-01-01
Mike James,0.348,0.32,0.363,0.402,0.813,5.0,2008,2008-01-01
Mike James,0.348,0.32,0.363,0.402,0.813,5.0,2008,2008-01-01
Melvin Ely,0.472,0.0,0.472,0.472,0.552,3.9,2008,2008-01-01
Tyson Chandler,0.623,0.0,0.624,0.623,0.593,11.8,2008,2008-01-01
Rasual Butler,0.35,0.331,0.37,0.435,0.839,4.9,2008,2008-01-01
Ryan Bowen,0.49,0.0,0.495,0.49,0.552,2.2,2008,2008-01-01
Hilton Armstrong,0.453,0.0,0.453,0.453,0.629,2.7,2008,2008-01-01
Chris Andersen,0.286,0.0,0.286,0.286,0.5,1.2,2008,2008-01-01
Joel Przybilla,0.576,0.0,0.578,0.576,0.68,4.8,2008,2008-01-01
Spencer Hawes,0.459,0.19,0.478,0.465,0.655,4.7,2008,2008-01-01
Michael Finley,0.414,0.37,0.453,0.501,0.8,10.1,2008,2008-01-01
Travis Diener,0.37,0.318,0.431,0.456,0.901,6.9,2008,2008-01-01
Rafer Alston,0.394,0.351,0.427,0.471,0.715,13.1,2008,2008-01-01
Shane Battier,0.428,0.377,0.504,0.54,0.743,9.3,2008,2008-01-01
Aaron Brooks,0.413,0.33,0.491,0.493,0.857,5.2,2008,2008-01-01
Steve Francis,0.333,0.235,0.375,0.368,0.565,5.5,2008,2008-01-01
Gerald Green,0.344,0.385,0.33,0.394,0.829,5.1,2008,2008-01-01
Mike Harris,0.5,0.0,0.519,0.5,0.615,3.6,2008,2008-01-01
Chuck Hayes,0.511,0.0,0.518,0.511,0.458,3.0,2008,2008-01-01
Luther Head,0.432,0.351,0.504,0.515,0.815,7.6,2008,2008-01-01
Bobby Jackson,0.403,0.358,0.439,0.483,0.79,7.7,2008,2008-01-01
Carl Landry,0.616,0.0,0.619,0.616,0.661,8.1,2008,2008-01-01
Brent Barry,0.481,0.429,0.604,0.631,0.95,7.1,2008,2008-01-01
Matt Bonner,0.416,0.336,0.487,0.495,0.864,4.8,2008,2008-01-01
Bruce Bowen,0.407,0.419,0.394,0.512,0.652,6.0,2008,2008-01-01
Tim Duncan,0.497,0.0,0.498,0.497,0.73,19.3,2008,2008-01-01
Tracy Mcgrady,0.419,0.292,0.457,0.452,0.684,21.6,2008,2008-01-01
Manu Ginóbili,0.46,0.401,0.499,0.54,0.86,19.5,2008,2008-01-01
Robert Horry,0.319,0.257,0.408,0.395,0.643,2.5,2008,2008-01-01
Caron Butler,0.466,0.357,0.492,0.501,0.901,20.3,2008,2008-01-01
Dermarr Johnson,0.5,0.333,0.8,0.607,0.0,3.4,2008,2008-01-01
Antonio Daniels,0.459,0.23,0.504,0.478,0.776,8.4,2008,2008-01-01
Antawn Jamison,0.436,0.339,0.468,0.478,0.76,21.4,2008,2008-01-01
Kris Humphries,0.483,0.0,0.486,0.483,0.605,5.7,2008,2008-01-01
Joey Graham,0.434,0.667,0.427,0.442,0.844,3.6,2008,2008-01-01
Jorge Garbajosa,0.32,0.375,0.222,0.44,0.0,3.1,2008,2008-01-01
T.J. Ford,0.469,0.294,0.488,0.484,0.88,12.1,2008,2008-01-01
Carlos Delfino,0.397,0.382,0.412,0.492,0.744,9.0,2008,2008-01-01
José Calderón,0.519,0.429,0.551,0.575,0.908,11.2,2008,2008-01-01
Primož Brezec,0.468,0.0,0.468,0.468,0.6,2.2,2008,2008-01-01
Chris Bosh,0.494,0.4,0.496,0.499,0.844,22.3,2008,2008-01-01
Maceo Baston,0.68,0.0,0.68,0.68,0.7,2.7,2008,2008-01-01
Andrea Bargnani,0.386,0.345,0.409,0.448,0.84,10.2,2008,2008-01-01
Nick Collison,0.502,0.0,0.504,0.502,0.737,9.8,2008,2008-01-01
Nick Young,0.439,0.4,0.45,0.481,0.815,7.5,2008,2008-01-01
Deshawn Stevenson,0.386,0.383,0.39,0.487,0.797,11.2,2008,2008-01-01
Darius Songaila,0.458,0.0,0.46,0.458,0.918,6.2,2008,2008-01-01
Oleksiy Pecherov,0.352,0.283,0.415,0.42,0.645,3.6,2008,2008-01-01
Dominic Mcguire,0.379,0.167,0.392,0.383,0.438,1.3,2008,2008-01-01
Roger Mason,0.443,0.398,0.498,0.552,0.873,9.1,2008,2008-01-01
Brendan Haywood,0.528,0.0,0.528,0.528,0.735,10.6,2008,2008-01-01
Linton Johnson,0.474,0.333,0.5,0.5,1.0,2.6,2008,2008-01-01
Bobby Jones,0.429,0.34,0.483,0.493,0.784,3.8,2008,2008-01-01
Keith Langford,0.25,0.0,0.25,0.25,0.0,1.0,2008,2008-01-01
Steve Novak,0.48,0.479,0.484,0.647,0.75,3.9,2008,2008-01-01
Luis Scola,0.515,0.0,0.517,0.515,0.668,10.3,2008,2008-01-01
Justin Williams,0.448,0.0,0.448,0.448,0.308,1.5,2008,2008-01-01
Loren Woods,0.6,0.0,0.6,0.6,0.0,0.9,2008,2008-01-01
Shareef Abdur-Rahim,0.214,0.0,0.214,0.214,1.0,1.7,2008,2008-01-01
Quincy Douby,0.394,0.344,0.423,0.457,0.923,4.8,2008,2008-01-01
Francisco García,0.463,0.391,0.508,0.538,0.779,12.3,2008,2008-01-01
Orien Greene,0.273,0.0,0.3,0.273,0.0,0.9,2008,2008-01-01
Shannon Brown,0.349,0.3,0.365,0.385,0.586,5.4,2008,2008-01-01
Luol Deng,0.479,0.364,0.482,0.483,0.77,17.0,2008,2008-01-01
Chris Duhon,0.387,0.348,0.418,0.465,0.813,5.8,2008,2008-01-01
Thomas Gardner,0.391,0.25,0.545,0.457,0.0,5.3,2008,2008-01-01
Alando Tucker,0.364,0.25,0.389,0.386,0.833,3.7,2008,2008-01-01
D.J. Strawberry,0.315,0.24,0.343,0.348,0.474,2.2,2008,2008-01-01
Amar'E Stoudemire,0.59,0.161,0.601,0.592,0.805,25.2,2008,2008-01-01
Brian Skinner,0.465,0.667,0.462,0.47,0.524,3.3,2008,2008-01-01
Eric Piatkowski,0.364,0.423,0.143,0.53,1.0,2.4,2008,2008-01-01
Dikembe Mutombo,0.538,0.0,0.538,0.538,0.711,3.0,2008,2008-01-01
Bobby Jones,0.429,0.34,0.483,0.493,0.784,3.8,2008,2008-01-01
Yao Ming,0.507,0.0,0.508,0.507,0.85,22.0,2008,2008-01-01
Linas Kleiza,0.472,0.339,0.568,0.543,0.77,11.1,2008,2008-01-01
Ian Mahinmi,0.5,0.0,0.5,0.5,1.0,3.5,2008,2008-01-01
Fabricio Oberto,0.608,0.0,0.61,0.608,0.607,4.8,2008,2008-01-01
Tony Parker,0.494,0.258,0.51,0.502,0.715,18.8,2008,2008-01-01
Damon Stoudamire,0.356,0.336,0.372,0.43,0.794,5.3,2008,2008-01-01
Kurt Thomas,0.492,0.0,0.494,0.492,0.663,6.3,2008,2008-01-01
Ime Udoka,0.424,0.37,0.467,0.505,0.759,5.8,2008,2008-01-01
Jacque Vaughn,0.428,0.3,0.432,0.433,0.763,4.1,2008,2008-01-01
Darius Washington,0.438,0.333,0.472,0.479,0.538,2.9,2008,2008-01-01
Ronald Dupree,0.333,0.0,0.333,0.333,1.0,0.8,2008,2008-01-01
Kevin Durant,0.43,0.288,0.455,0.451,0.873,20.3,2008,2008-01-01
Ike Diogu,0.478,0.0,0.478,0.478,0.851,5.6,2008,2008-01-01
Mickaël Gelabale,0.439,0.432,0.442,0.49,0.778,4.3,2008,2008-01-01
Eddie Gill,0.387,0.333,0.438,0.468,1.0,2.7,2008,2008-01-01
J.R. Smith,0.461,0.403,0.542,0.578,0.719,12.3,2008,2008-01-01
Eduardo Nájera,0.473,0.361,0.548,0.545,0.708,5.9,2008,2008-01-01
Jelani Mccoy,1.0,0.0,1.0,1.0,0.5,0.5,2008,2008-01-01
Kenyon Martin,0.538,0.182,0.544,0.539,0.58,12.4,2008,2008-01-01
Allen Iverson,0.458,0.345,0.482,0.488,0.809,26.4,2008,2008-01-01
Jason Kapono,0.488,0.483,0.489,0.545,0.86,7.2,2008,2008-01-01
Darrick Martin,0.233,0.125,0.296,0.256,0.833,1.6,2008,2008-01-01
Jamario Moon,0.485,0.328,0.528,0.52,0.741,8.5,2008,2008-01-01
Zydrunas Ilgauskas,0.474,0.0,0.475,0.474,0.802,14.1,2008,2008-01-01
Lebron James,0.484,0.315,0.531,0.518,0.712,30.0,2008,2008-01-01
Damon Jones,0.416,0.417,0.414,0.574,0.714,6.5,2008,2008-01-01
Dwayne Jones,0.532,0.0,0.543,0.532,0.483,1.4,2008,2008-01-01
Sasha Pavlović,0.362,0.298,0.388,0.404,0.688,7.4,2008,2008-01-01
Joe Smith,0.478,0.0,0.48,0.478,0.755,10.1,2008,2008-01-01
Eric Snow,0.158,0.0,0.167,0.158,0.455,1.0,2008,2008-01-01
Wally Szczerbiak,0.431,0.413,0.438,0.493,0.851,11.5,2008,2008-01-01
Billy Thomas,0.235,0.25,0.0,0.353,1.0,1.3,2008,2008-01-01
Anderson Varejão,0.461,0.0,0.464,0.461,0.598,6.7,2008,2008-01-01
Ben Wallace,0.392,0.0,0.397,0.392,0.426,4.8,2008,2008-01-01
Delonte West,0.413,0.356,0.435,0.463,0.736,8.3,2008,2008-01-01
Morris Almond,0.267,0.25,0.273,0.3,0.667,1.4,2008,2008-01-01
Carlos Boozer,0.547,0.0,0.547,0.547,0.738,21.1,2008,2008-01-01
Ronnie Brewer,0.558,0.22,0.587,0.567,0.759,12.0,2008,2008-01-01
Jarron Collins,0.439,0.0,0.444,0.439,0.622,1.7,2008,2008-01-01
Aaron Williams,0.491,0.0,0.491,0.491,0.778,2.3,2008,2008-01-01
Daniel Gibson,0.432,0.44,0.421,0.559,0.81,10.4,2008,2008-01-01
Al Thornton,0.429,0.331,0.447,0.454,0.743,12.7,2008,2008-01-01
Kaniel Dickens,0.333,0.0,0.333,0.333,0.0,0.4,2008,2008-01-01
Lance Allred,0.25,0.0,0.25,0.25,0.5,1.0,2008,2008-01-01
Carlos Arroyo,0.451,0.345,0.485,0.493,0.853,6.9,2008,2008-01-01
James Augustine,0.529,0.0,0.529,0.529,0.5,1.6,2008,2008-01-01
Keith Bogans,0.41,0.362,0.52,0.536,0.736,8.7,2008,2008-01-01
Brian Cook,0.376,0.374,0.378,0.468,0.905,4.7,2008,2008-01-01
Keyon Dooling,0.468,0.338,0.492,0.494,0.845,8.1,2008,2008-01-01
Maurice Evans,0.481,0.388,0.539,0.555,0.711,8.9,2008,2008-01-01
Adonal Foyle,0.458,0.0,0.458,0.458,0.471,1.9,2008,2008-01-01
Pat Garrity,0.338,0.216,0.442,0.388,0.8,2.1,2008,2008-01-01
Marcin Gortat,0.471,0.0,0.471,0.471,0.667,3.0,2008,2008-01-01
Dwight Howard,0.599,0.0,0.601,0.599,0.59,20.7,2008,2008-01-01
Rashard Lewis,0.455,0.409,0.498,0.554,0.838,18.2,2008,2008-01-01
Jameer Nelson,0.469,0.416,0.488,0.522,0.828,10.9,2008,2008-01-01
Bo Outlaw,0.667,0.0,0.667,0.667,0.0,2.0,2008,2008-01-01
J.J. Redick,0.444,0.395,0.477,0.523,0.794,4.1,2008,2008-01-01
Hedo Türkoğlu,0.456,0.4,0.485,0.524,0.829,19.5,2008,2008-01-01
Marcus Williams,0.25,0.0,0.25,0.25,0.0,0.9,2008,2008-01-01
Marcus Williams,0.25,0.0,0.25,0.25,0.0,0.9,2008,2008-01-01
Devin Brown,0.409,0.308,0.447,0.451,0.754,7.5,2008,2008-01-01
Tim Thomas,0.413,0.306,0.479,0.472,0.752,12.4,2008,2008-01-01
Quinton Ross,0.391,0.429,0.389,0.404,0.667,4.1,2008,2008-01-01
Josh Powell,0.46,0.0,0.465,0.46,0.724,5.5,2008,2008-01-01
Kyle Lowry,0.432,0.257,0.487,0.463,0.698,9.6,2008,2008-01-01
Darko Miličić,0.438,0.0,0.439,0.438,0.554,7.2,2008,2008-01-01
Mike Miller,0.502,0.432,0.557,0.596,0.774,16.4,2008,2008-01-01
Juan Carlos Navarro,0.402,0.361,0.455,0.504,0.849,10.9,2008,2008-01-01
Hakim Warrick,0.502,0.271,0.521,0.512,0.704,11.4,2008,2008-01-01
Kyrylo Fesenko,0.375,0.0,0.375,0.375,0.5,1.6,2008,2008-01-01
Matt Harpring,0.5,0.2,0.506,0.502,0.712,8.2,2008,2008-01-01
Jason Hart,0.322,0.355,0.315,0.353,0.844,2.9,2008,2008-01-01
Andrei Kirilenko,0.506,0.379,0.54,0.546,0.77,11.0,2008,2008-01-01
Kyle Korver,0.443,0.375,0.516,0.54,0.915,9.9,2008,2008-01-01
C.J. Miles,0.479,0.39,0.522,0.542,0.788,5.0,2008,2008-01-01
Paul Millsap,0.504,0.0,0.508,0.504,0.677,8.1,2008,2008-01-01
Mehmet Okur,0.445,0.388,0.475,0.512,0.804,14.5,2008,2008-01-01
Ronnie Price,0.431,0.347,0.481,0.495,0.684,3.7,2008,2008-01-01
Deron Williams,0.507,0.395,0.533,0.544,0.803,18.8,2008,2008-01-01
Anthony Parker,0.476,0.438,0.499,0.557,0.816,12.5,2008,2008-01-01
Rasho Nesterović,0.55,0.333,0.552,0.551,0.755,7.8,2008,2008-01-01
Tarence Kinsey,0.421,0.429,0.419,0.461,0.833,3.6,2008,2008-01-01
Casey Jacobsen,0.339,0.222,0.535,0.409,0.765,2.0,2008,2008-01-01
Rudy Gay,0.461,0.346,0.507,0.511,0.785,20.1,2008,2008-01-01
Javaris Crittenton,0.421,0.27,0.449,0.442,0.692,5.6,2008,2008-01-01
Ruben Patterson,0.453,0.0,0.464,0.453,0.558,5.1,2008,2008-01-01
Smush Parker,0.348,0.231,0.434,0.397,0.679,5.9,2008,2008-01-01
Cuttino Mobley,0.433,0.349,0.457,0.472,0.819,12.8,2008,2008-01-01
Corey Maggette,0.458,0.384,0.477,0.497,0.812,22.1,2008,2008-01-01
Brevin Knight,0.404,0.0,0.411,0.404,0.873,4.6,2008,2008-01-01
Chris Kaman,0.483,0.0,0.486,0.483,0.762,15.7,2008,2008-01-01
Richie Frahm,0.37,0.28,0.448,0.435,0.0,4.7,2008,2008-01-01
Nick Fazekas,0.561,0.0,0.575,0.561,0.682,4.1,2008,2008-01-01
Shaquille O'Neal,0.593,0.0,0.593,0.593,0.503,13.6,2008,2008-01-01
Dan Dickau,0.419,0.333,0.468,0.48,0.829,5.3,2008,2008-01-01
Paul Davis,0.369,0.0,0.369,0.369,0.6,2.5,2008,2008-01-01
Elton Brand,0.456,0.0,0.456,0.456,0.787,17.6,2008,2008-01-01
Andre Barrett,0.4,0.333,0.5,0.5,0.5,1.5,2008,2008-01-01
Andre Brown,0.5,0.0,0.5,0.5,0.449,3.0,2008,2008-01-01
Kwame Brown,0.507,0.0,0.507,0.507,0.408,4.8,2008,2008-01-01
Brian Cardinal,0.341,0.309,0.4,0.44,0.684,3.4,2008,2008-01-01
Jason Collins,0.469,0.0,0.473,0.469,0.459,1.9,2008,2008-01-01
Mike Conley,0.428,0.33,0.453,0.462,0.732,9.4,2008,2008-01-01
Guillermo Díaz,0.25,0.0,0.333,0.25,0.6,0.8,2008,2008-01-01
Steve Nash,0.504,0.47,0.527,0.597,0.906,16.9,2008,2008-01-01
Francisco Elson,0.39,0.0,0.391,0.39,0.703,3.3,2008,2008-01-01
Grant Hill,0.503,0.317,0.535,0.526,0.867,13.1,2008,2008-01-01
Josh Boone,0.548,0.0,0.548,0.548,0.456,8.2,2008,2008-01-01
Sasha Vujačić,0.454,0.437,0.476,0.577,0.835,8.8,2008,2008-01-01
Luke Walton,0.45,0.333,0.475,0.479,0.706,7.2,2008,2008-01-01
Chris Wilcox,0.524,0.0,0.526,0.524,0.645,13.4,2008,2008-01-01
Andray Blatche,0.474,0.231,0.48,0.477,0.695,7.5,2008,2008-01-01
Gilbert Arenas,0.398,0.282,0.475,0.454,0.771,19.4,2008,2008-01-01
Lou Amundson,0.5,0.0,0.5,0.5,0.286,1.1,2008,2008-01-01
Calvin Booth,0.333,0.0,0.333,0.333,0.6,0.8,2008,2008-01-01
Rodney Carney,0.403,0.317,0.441,0.452,0.679,5.8,2008,2008-01-01
Samuel Dalembert,0.513,0.0,0.514,0.513,0.707,10.5,2008,2008-01-01
Reggie Evans,0.439,1.0,0.438,0.441,0.467,5.2,2008,2008-01-01
Damien Wilkins,0.403,0.323,0.427,0.44,0.736,9.2,2008,2008-01-01
Mike Wilks,0.472,0.375,0.5,0.514,1.0,2.7,2008,2008-01-01
Mo Williams,0.48,0.385,0.512,0.528,0.856,17.2,2008,2008-01-01
Charlie Villanueva,0.435,0.297,0.475,0.469,0.783,11.7,2008,2008-01-01
Vince Carter,0.456,0.359,0.482,0.494,0.816,21.3,2008,2008-01-01
Awvee Storey,0.438,0.0,0.476,0.438,0.483,3.5,2008,2008-01-01
Desagana Diop,0.522,0.0,0.522,0.522,0.543,2.9,2008,2008-01-01
Trenton Hassell,0.422,0.222,0.437,0.43,0.7,2.0,2008,2008-01-01
Jeff Green,0.427,0.276,0.444,0.441,0.744,10.5,2008,2008-01-01
Adrian Griffin,0.395,0.0,0.395,0.395,0.556,1.9,2008,2008-01-01
Donyell Marshall,0.327,0.283,0.378,0.403,0.864,3.8,2008,2008-01-01
Johan Petro,0.419,0.0,0.42,0.419,0.736,6.0,2008,2008-01-01
Luke Ridnour,0.399,0.296,0.424,0.428,0.857,6.4,2008,2008-01-01
Mouhamed Sene,0.458,0.0,0.458,0.458,0.471,2.3,2008,2008-01-01
Robert Swift,0.353,0.0,0.353,0.353,1.0,1.8,2008,2008-01-01
Earl Watson,0.454,0.371,0.472,0.487,0.766,10.7,2008,2008-01-01
Sean Williams,0.538,0.0,0.538,0.538,0.609,5.6,2008,2008-01-01
Marcus Williams,0.379,0.38,0.377,0.471,0.787,5.9,2008,2008-01-01
Marcus Williams,0.379,0.38,0.377,0.471,0.787,5.9,2008,2008-01-01
Stromile Swift,0.509,0.0,0.513,0.509,0.67,6.1,2008,2008-01-01
Boštjan Nachbar,0.402,0.359,0.435,0.479,0.786,9.8,2008,2008-01-01
Nenad Krstić,0.41,0.0,0.413,0.41,0.754,6.6,2008,2008-01-01
Richard Jefferson,0.466,0.362,0.486,0.495,0.798,22.6,2008,2008-01-01
Sean Marks,0.535,0.25,0.564,0.547,0.632,3.1,2008,2008-01-01
Carmelo Anthony,0.492,0.354,0.509,0.511,0.786,25.7,2008,2008-01-01
Bobby Simmons,0.421,0.351,0.458,0.482,0.757,7.6,2008,2008-01-01
Michael Ruffin,0.532,0.0,0.532,0.532,0.397,2.0,2008,2008-01-01
Udonis Haslem,0.467,0.0,0.467,0.467,0.81,12.0,2008,2008-01-01
Luke Jackson,0.325,0.367,0.3,0.394,0.696,5.6,2008,2008-01-01
Alexander Johnson,0.488,0.0,0.488,0.488,0.687,4.2,2008,2008-01-01
Stéphane Lasme,0.451,0.0,0.451,0.451,0.594,5.2,2008,2008-01-01
Shawn Marion,0.508,0.333,0.567,0.55,0.707,15.4,2008,2008-01-01
Alonzo Mourning,0.547,0.0,0.547,0.547,0.592,6.0,2008,2008-01-01
Kasib Powell,0.368,0.242,0.435,0.411,0.667,7.6,2008,2008-01-01
Chris Quinn,0.424,0.403,0.439,0.509,0.867,7.8,2008,2008-01-01
Dwyane Wade,0.469,0.286,0.485,0.48,0.758,24.6,2008,2008-01-01
Malik Rose,0.367,0.286,0.37,0.372,0.725,3.5,2008,2008-01-01
Nate Robinson,0.423,0.332,0.478,0.485,0.786,12.7,2008,2008-01-01
Quentin Richardson,0.359,0.322,0.381,0.421,0.682,8.1,2008,2008-01-01
Zach Randolph,0.459,0.275,0.474,0.47,0.772,17.6,2008,2008-01-01
Jason Williams,0.384,0.353,0.415,0.472,0.863,8.8,2008,2008-01-01
Dorell Wright,0.488,0.364,0.493,0.495,0.826,7.9,2008,2008-01-01
Anfernee Hardaway,0.367,0.421,0.341,0.433,0.889,3.8,2008,2008-01-01
Ramon Sessions,0.436,0.429,0.436,0.449,0.78,8.1,2008,2008-01-01
Ricky Davis,0.433,0.405,0.447,0.502,0.787,13.8,2008,2008-01-01
Marquis Daniels,0.43,0.265,0.466,0.454,0.698,8.2,2008,2008-01-01
Michael Redd,0.442,0.362,0.475,0.495,0.82,22.7,2008,2008-01-01
Desmond Mason,0.482,0.0,0.482,0.482,0.659,9.7,2008,2008-01-01
Yi Jianlian,0.421,0.286,0.427,0.427,0.841,8.6,2008,2008-01-01
Royal Ivey,0.394,0.327,0.421,0.44,0.726,5.6,2008,2008-01-01
Willie Green,0.436,0.285,0.475,0.465,0.757,12.4,2008,2008-01-01
Andre Iguodala,0.456,0.329,0.496,0.495,0.721,19.9,2008,2008-01-01
