Player,FG%,3P%,2P%,eFG%,FT%,PTS,Year,season_date
Sherman Douglas,0.438,0.0,0.462,0.438,0.632,8.2,1999,1999-01-01
Charles Shackleford,0.489,0.0,0.489,0.489,0.655,3.3,1999,1999-01-01
David Wesley,0.446,0.359,0.485,0.502,0.832,14.1,1999,1999-01-01
Travis Williams,0.462,0.0,0.462,0.462,0.75,1.9,1999,1999-01-01
Joe Wolf,0.0,0.0,0.0,0.0,0.0,0.0,1999,1999-01-01
Trevor Winter,0.0,0.0,0.0,0.0,0.0,0.0,1999,1999-01-01
John Coker,0.419,0.0,0.419,0.419,0.833,2.2,1999,1999-01-01
Calbert Cheaney,0.414,0.216,0.434,0.424,0.493,7.7,1999,1999-01-01
Eldridge Recasner,0.446,0.4,0.468,0.511,0.872,5.0,1999,1999-01-01
Etdrick Bohannon,0.0,0.0,0.0,0.0,0.0,0.0,1999,1999-01-01
Earl Boykins,0.38,0.167,0.443,0.399,0.667,3.0,1999,1999-01-01
Mitchell Butler,0.482,0.379,0.509,0.522,0.719,5.4,1999,1999-01-01
Andrew Declercq,0.5,0.0,0.5,0.5,0.674,7.9,1999,1999-01-01
Eric Snow,0.428,0.238,0.44,0.435,0.733,8.6,1999,1999-01-01
Casey Shaw,0.125,0.0,0.125,0.125,0.0,0.2,1999,1999-01-01
Danny Ferry,0.476,0.392,0.518,0.541,0.879,7.0,1999,1999-01-01
Litterial Green,0.0,0.0,0.0,0.0,0.0,0.0,1999,1999-01-01
Corie Blount,0.36,0.0,0.364,0.36,0.519,2.9,1999,1999-01-01
Bobby Phills,0.433,0.395,0.452,0.501,0.685,14.3,1999,1999-01-01
Chuck Person,0.388,0.35,0.432,0.483,0.75,6.1,1999,1999-01-01
Brad Miller,0.565,0.5,0.566,0.569,0.794,6.3,1999,1999-01-01
Charles Jones,0.317,0.311,0.323,0.394,0.5,3.7,1999,1999-01-01
Charles Jones,0.317,0.311,0.323,0.394,0.5,3.7,1999,1999-01-01
Toni Kukoč,0.42,0.285,0.45,0.446,0.74,18.8,1999,1999-01-01
Rusty Larue,0.359,0.337,0.375,0.429,1.0,4.7,1999,1999-01-01
Andrew Lang,0.323,0.0,0.323,0.323,0.696,3.8,1999,1999-01-01
Dickey Simpkins,0.463,0.0,0.464,0.463,0.645,9.1,1999,1999-01-01
Bill Wennington,0.348,1.0,0.345,0.351,0.818,3.8,1999,1999-01-01
Dennis Scott,0.408,0.381,0.431,0.495,0.742,6.5,1999,1999-01-01
Malik Sealy,0.411,0.261,0.428,0.424,0.902,8.1,1999,1999-01-01
Joe Smith,0.427,0.0,0.43,0.427,0.755,13.7,1999,1999-01-01
Corey Beck,0.462,1.0,0.447,0.474,0.533,1.9,1999,1999-01-01
Chucky Brown,0.472,0.375,0.483,0.492,0.678,8.5,1999,1999-01-01
Willie Burton,0.143,0.0,0.167,0.143,0.5,1.3,1999,1999-01-01
Elden Campbell,0.477,0.0,0.478,0.477,0.639,12.6,1999,1999-01-01
Derrick Coleman,0.414,0.212,0.432,0.422,0.753,13.1,1999,1999-01-01
Ricky Davis,0.405,0.167,0.42,0.41,0.763,4.5,1999,1999-01-01
Eddie Jones,0.437,0.338,0.468,0.477,0.782,15.6,1999,1999-01-01
Cedric Henderson,0.417,0.167,0.424,0.419,0.813,9.1,1999,1999-01-01
Troy Hudson,0.4,0.319,0.437,0.45,0.895,6.8,1999,1999-01-01
Cedric Henderson,0.417,0.167,0.424,0.419,0.813,9.1,1999,1999-01-01
Shawn Kemp,0.482,0.5,0.482,0.483,0.789,20.5,1999,1999-01-01
Charles Oakley,0.428,0.2,0.432,0.43,0.807,7.0,1999,1999-01-01
Reggie Slater,0.383,0.0,0.383,0.383,0.624,3.8,1999,1999-01-01
Michael Stewart,0.415,0.0,0.415,0.415,0.68,1.5,1999,1999-01-01
John Thomas,0.577,0.0,0.582,0.577,0.563,4.3,1999,1999-01-01
John Wallace,0.432,0.0,0.432,0.432,0.7,8.6,1999,1999-01-01
Alvin Williams,0.401,0.333,0.415,0.43,0.846,5.0,1999,1999-01-01
Micheal Williams,0.2,0.0,0.2,0.2,0.0,1.0,1999,1999-01-01
Tracy Mcgrady,0.436,0.229,0.457,0.447,0.726,9.3,1999,1999-01-01
Kevin Willis,0.418,0.0,0.42,0.418,0.839,12.0,1999,1999-01-01
Sam Jacobson,0.6,0.0,0.75,0.6,1.0,4.0,1999,1999-01-01
Robert Horry,0.459,0.444,0.465,0.527,0.739,4.9,1999,1999-01-01
Derek Harper,0.412,0.368,0.443,0.486,0.813,6.9,1999,1999-01-01
Rick Fox,0.448,0.337,0.494,0.497,0.742,9.0,1999,1999-01-01
Derek Fisher,0.376,0.392,0.367,0.449,0.759,5.9,1999,1999-01-01
Kobe Bryant,0.465,0.267,0.494,0.482,0.839,19.9,1999,1999-01-01
Clarence Weatherspoon,0.534,0.0,0.534,0.534,0.804,8.1,1999,1999-01-01
Travis Knight,0.515,0.0,0.519,0.515,0.759,4.2,1999,1999-01-01
Sean Marks,0.625,0.0,0.625,0.625,0.5,1.4,1999,1999-01-01
Negele Knight,0.375,0.0,0.429,0.375,0.5,1.3,1999,1999-01-01
Doug Christie,0.388,0.304,0.415,0.425,0.841,15.2,1999,1999-01-01
Brevin Knight,0.425,0.0,0.432,0.425,0.745,9.6,1999,1999-01-01
Antonio Lang,0.667,0.0,0.667,0.667,0.556,1.3,1999,1999-01-01
Johnny Newman,0.422,0.377,0.437,0.468,0.81,6.1,1999,1999-01-01
Wesley Person,0.453,0.375,0.519,0.539,0.604,11.2,1999,1999-01-01
Ryan Stack,0.378,0.0,0.378,0.378,0.95,2.6,1999,1999-01-01
Bob Sura,0.333,0.2,0.37,0.355,0.631,4.3,1999,1999-01-01
Sean Rooks,0.405,0.0,0.416,0.405,0.708,2.7,1999,1999-01-01
Dennis Rodman,0.348,0.0,0.364,0.348,0.436,2.1,1999,1999-01-01
Glen Rice,0.432,0.393,0.452,0.499,0.856,17.5,1999,1999-01-01
J.R. Reid,0.477,0.0,0.478,0.477,0.766,9.0,1999,1999-01-01
Ruben Patterson,0.412,0.167,0.444,0.422,0.71,2.7,1999,1999-01-01
Shaquille O'Neal,0.576,0.0,0.577,0.576,0.54,26.3,1999,1999-01-01
Tyronn Lue,0.431,0.438,0.429,0.485,0.571,5.0,1999,1999-01-01
Mark Baker,0.0,0.0,0.0,0.0,0.0,0.0,1999,1999-01-01
Dee Brown,0.378,0.387,0.356,0.514,0.727,11.2,1999,1999-01-01
Dee Brown,0.378,0.387,0.356,0.514,0.727,11.2,1999,1999-01-01
Vince Carter,0.45,0.288,0.466,0.463,0.761,18.3,1999,1999-01-01
Zydrunas Ilgauskas,0.509,0.0,0.509,0.509,0.6,15.2,1999,1999-01-01
Ron Harper,0.377,0.318,0.393,0.412,0.703,11.2,1999,1999-01-01
Charles Jones,0.317,0.311,0.323,0.394,0.5,3.7,1999,1999-01-01
Cory Carr,0.329,0.167,0.355,0.34,0.75,4.1,1999,1999-01-01
Dale Davis,0.533,0.0,0.533,0.533,0.618,8.0,1999,1999-01-01
Al Harrington,0.321,0.0,0.353,0.321,0.6,2.1,1999,1999-01-01
Fred Hoiberg,0.286,0.111,0.417,0.31,1.0,1.6,1999,1999-01-01
Mark Jackson,0.419,0.311,0.469,0.468,0.823,7.6,1999,1999-01-01
Derrick Mckey,0.442,0.0,0.451,0.442,0.824,4.6,1999,1999-01-01
Reggie Miller,0.438,0.385,0.475,0.517,0.915,18.4,1999,1999-01-01
Chris Mullin,0.477,0.465,0.486,0.575,0.87,10.1,1999,1999-01-01
Sam Perkins,0.4,0.389,0.409,0.488,0.717,5.0,1999,1999-01-01
Mark Pope,0.143,0.0,0.333,0.143,0.0,0.5,1999,1999-01-01
Jalen Rose,0.403,0.262,0.425,0.42,0.791,11.1,1999,1999-01-01
Rik Smits,0.49,0.0,0.491,0.49,0.818,14.9,1999,1999-01-01
Keith Van Horn,0.428,0.302,0.438,0.439,0.859,21.8,1999,1999-01-01
Shareef Abdur-Rahim,0.432,0.306,0.438,0.438,0.841,23.0,1999,1999-01-01
Mike Bibby,0.43,0.203,0.461,0.442,0.751,13.2,1999,1999-01-01
Pete Chilcutt,0.366,0.382,0.356,0.442,0.824,3.6,1999,1999-01-01
Terry Dehere,0.365,0.41,0.326,0.459,0.714,3.2,1999,1999-01-01
J.R. Henderson,0.365,0.4,0.363,0.375,0.556,3.2,1999,1999-01-01
Antonio Davis,0.471,0.0,0.471,0.471,0.703,9.4,1999,1999-01-01
Kornél Dávid,0.449,0.0,0.45,0.449,0.811,6.2,1999,1999-01-01
Austin Croshere,0.427,0.276,0.522,0.48,0.87,3.4,1999,1999-01-01
Walt Williams,0.424,0.438,0.414,0.514,0.832,9.3,1999,1999-01-01
Keith Closs,0.522,0.0,0.545,0.522,0.8,2.1,1999,1999-01-01
Matt Bullard,0.377,0.387,0.365,0.482,0.7,2.9,1999,1999-01-01
Charles Barkley,0.478,0.16,0.495,0.482,0.719,16.1,1999,1999-01-01
Greg Anthony,0.414,0.392,0.437,0.512,0.697,6.4,1999,1999-01-01
Stacey Augmon,0.448,0.0,0.453,0.448,0.684,4.3,1999,1999-01-01
Kelvin Cato,0.45,1.0,0.445,0.453,0.507,3.5,1999,1999-01-01
Brian Grant,0.479,0.0,0.479,0.479,0.814,11.5,1999,1999-01-01
Gary Grant,0.0,0.0,0.0,0.0,0.0,0.0,1999,1999-01-01
Jim Jackson,0.411,0.278,0.454,0.445,0.842,8.4,1999,1999-01-01
Jermaine O'Neal,0.434,0.0,0.439,0.434,0.514,2.5,1999,1999-01-01
Isaiah Rider,0.412,0.378,0.419,0.446,0.755,13.9,1999,1999-01-01
Carlos Rogers,1.0,0.0,1.0,1.0,0.25,2.5,1999,1999-01-01
Arvydas Sabonis,0.485,0.292,0.496,0.493,0.771,12.1,1999,1999-01-01
Brian Shaw,0.0,0.0,0.0,0.0,0.0,0.0,1999,1999-01-01
Damon Stoudamire,0.396,0.31,0.421,0.431,0.73,12.6,1999,1999-01-01
Rasheed Wallace,0.508,0.419,0.515,0.522,0.732,12.8,1999,1999-01-01
Bonzi Wells,0.55,0.333,0.588,0.575,0.444,4.4,1999,1999-01-01
Travis Best,0.416,0.373,0.427,0.452,0.843,7.1,1999,1999-01-01
Tony Massenburg,0.487,0.0,0.49,0.487,0.665,11.2,1999,1999-01-01
Felipe López,0.446,0.273,0.469,0.462,0.644,9.3,1999,1999-01-01
Makhtar N'Diaye,0.25,0.0,0.25,0.25,0.75,1.3,1999,1999-01-01
George Mccloud,0.438,0.416,0.462,0.545,0.862,8.9,1999,1999-01-01
Marko Milič,0.4,0.0,0.421,0.4,0.0,1.5,1999,1999-01-01
Chris Morris,0.43,0.286,0.516,0.483,0.87,4.2,1999,1999-01-01
Jimmy Oliver,0.333,1.0,0.0,0.5,0.0,1.5,1999,1999-01-01
Shawn Respert,0.361,0.308,0.391,0.417,0.7,3.1,1999,1999-01-01
Clifford Robinson,0.475,0.417,0.492,0.521,0.697,16.4,1999,1999-01-01
Alvin Sims,0.4,1.0,0.333,0.45,0.4,2.8,1999,1999-01-01
Jayson Williams,0.445,0.0,0.449,0.445,0.565,8.1,1999,1999-01-01
Danny Manning,0.484,0.111,0.493,0.486,0.696,9.1,1999,1999-01-01
Rasho Nesterović,0.25,0.0,0.25,0.25,1.0,4.0,1999,1999-01-01
Anthony Peeler,0.379,0.298,0.437,0.441,0.732,9.6,1999,1999-01-01
James Robinson,0.362,0.284,0.414,0.419,0.683,5.9,1999,1999-01-01
Brent Barry,0.396,0.302,0.484,0.469,0.772,11.1,1999,1999-01-01
Corey Benjamin,0.376,0.214,0.398,0.389,0.675,3.8,1999,1999-01-01
Mario Bennett,0.333,0.0,0.333,0.333,0.75,2.3,1999,1999-01-01
Keith Booth,0.325,0.1,0.34,0.328,0.5,3.1,1999,1999-01-01
Randy Brown,0.414,0.0,0.427,0.414,0.757,8.8,1999,1999-01-01
Mark Bryant,0.483,0.0,0.484,0.483,0.645,9.0,1999,1999-01-01
Andrae Patterson,0.443,0.0,0.467,0.443,0.778,3.3,1999,1999-01-01
Lee Mayberry,0.368,0.2,0.556,0.421,0.8,2.2,1999,1999-01-01
Luc Longley,0.483,0.0,0.483,0.483,0.776,8.7,1999,1999-01-01
David Vaughn,0.542,0.0,0.542,0.542,0.8,3.4,1999,1999-01-01
Cherokee Parks,0.429,0.0,0.431,0.429,0.545,5.5,1999,1999-01-01
Bryant Reeves,0.406,0.0,0.408,0.406,0.578,10.8,1999,1999-01-01
Rodrick Rhodes,0.25,0.143,0.267,0.26,0.64,3.3,1999,1999-01-01
Jason Sasser,0.455,0.0,0.455,0.455,0.5,1.8,1999,1999-01-01
Michael Smith,0.535,0.0,0.538,0.535,0.594,4.8,1999,1999-01-01
Michael Smith,0.535,0.0,0.538,0.535,0.594,4.8,1999,1999-01-01
Doug West,0.477,0.0,0.492,0.477,0.76,5.8,1999,1999-01-01
Randy Livingston,0.625,0.0,0.625,0.625,1.0,12.0,1999,1999-01-01
Chris Anstey,0.36,0.0,0.379,0.36,0.708,3.3,1999,1999-01-01
Toby Bailey,0.395,0.2,0.407,0.401,0.692,2.9,1999,1999-01-01
Gerald Brown,0.371,0.3,0.38,0.388,0.786,2.4,1999,1999-01-01
Rex Chapman,0.359,0.351,0.364,0.417,0.835,12.1,1999,1999-01-01
Pat Garrity,0.5,0.389,0.513,0.521,0.714,5.6,1999,1999-01-01
Tom Gugliotta,0.483,0.286,0.486,0.485,0.794,17.0,1999,1999-01-01
Jason Kidd,0.444,0.366,0.461,0.476,0.757,16.9,1999,1999-01-01
Joe Kleine,0.405,0.0,0.417,0.405,0.667,2.2,1999,1999-01-01
Dejuan Wheat,0.378,0.367,0.383,0.435,0.727,4.5,1999,1999-01-01
Patrick Ewing,0.466,0.0,0.467,0.466,0.731,15.0,2000,2000-01-01
Patrick Ewing,0.466,0.0,0.467,0.466,0.731,15.0,2000,2000-01-01
Chris Dudley,0.343,0.0,0.343,0.343,0.333,1.2,2000,2000-01-01
Allan Houston,0.483,0.436,0.494,0.525,0.838,19.7,2000,2000-01-01
Matt Geiger,0.441,0.0,0.444,0.441,0.779,9.7,2000,2000-01-01
Marcus Camby,0.48,0.5,0.48,0.481,0.67,10.2,2000,2000-01-01
John Thomas,0.458,0.0,0.462,0.458,0.39,2.1,2000,2000-01-01
Scott Burrell,0.394,0.353,0.444,0.492,0.78,6.1,2000,2000-01-01
Michael Cage,0.5,0.0,0.5,0.5,1.0,1.4,2000,2000-01-01
Sherman Douglas,0.5,0.313,0.541,0.528,0.893,6.0,2000,2000-01-01
Evan Eschmeyer,0.528,0.0,0.528,0.528,0.5,2.9,2000,2000-01-01
Jamie Feick,0.428,1.0,0.424,0.431,0.707,5.7,2000,2000-01-01
Kendall Gill,0.414,0.256,0.428,0.425,0.71,13.1,2000,2000-01-01
Lucious Harris,0.428,0.33,0.46,0.469,0.798,6.7,2000,2000-01-01
Mark Hendrickson,0.625,0.0,0.625,0.625,0.75,0.9,2000,2000-01-01
Kerry Kittles,0.437,0.4,0.456,0.506,0.795,13.0,2000,2000-01-01
Stephon Marbury,0.432,0.283,0.464,0.457,0.813,22.2,2000,2000-01-01
Jim Mcilvaine,0.416,0.0,0.416,0.416,0.518,2.4,2000,2000-01-01
Gheorghe Mureșan,0.456,0.0,0.456,0.456,0.605,3.5,2000,2000-01-01
Johnny Newman,0.446,0.379,0.476,0.504,0.838,10.0,2000,2000-01-01
Elliot Perry,0.435,0.282,0.459,0.454,0.806,5.3,2000,2000-01-01
Keith Van Horn,0.445,0.368,0.462,0.478,0.847,19.2,2000,2000-01-01
Jonathan Bender,0.329,0.167,0.362,0.343,0.667,2.7,2000,2000-01-01
Michael Stewart,0.377,0.0,0.377,0.377,0.563,1.4,2000,2000-01-01
Žan Tabak,0.471,0.0,0.471,0.471,0.625,2.1,2000,2000-01-01
Rik Smits,0.484,0.0,0.485,0.484,0.739,12.9,2000,2000-01-01
Jalen Rose,0.471,0.393,0.486,0.503,0.827,18.2,2000,2000-01-01
Sam Perkins,0.417,0.408,0.426,0.518,0.825,6.6,2000,2000-01-01
Chris Mullin,0.428,0.409,0.455,0.548,0.902,5.1,2000,2000-01-01
Alvin Williams,0.397,0.291,0.422,0.425,0.738,5.3,2000,2000-01-01
Reggie Miller,0.448,0.408,0.473,0.527,0.919,18.1,2000,2000-01-01
Mark Jackson,0.432,0.403,0.45,0.51,0.806,8.1,2000,2000-01-01
Al Harrington,0.458,0.235,0.491,0.473,0.703,6.6,2000,2000-01-01
Jeff Foster,0.565,0.0,0.591,0.565,0.68,2.3,2000,2000-01-01
Dale Davis,0.502,0.0,0.502,0.502,0.685,10.0,2000,2000-01-01
Austin Croshere,0.441,0.362,0.47,0.489,0.848,10.3,2000,2000-01-01
Travis Best,0.483,0.376,0.504,0.514,0.821,8.9,2000,2000-01-01
Derrick Mckey,0.398,0.435,0.388,0.444,0.768,4.3,2000,2000-01-01
Chris Childs,0.409,0.356,0.431,0.461,0.797,5.3,2000,2000-01-01
Kevin Willis,0.415,0.333,0.415,0.416,0.799,7.6,2000,2000-01-01
Ira Bowman,1.0,0.0,1.0,1.0,0.5,0.5,2000,2000-01-01
Rick Brunson,0.414,0.154,0.474,0.429,0.611,1.9,2000,2000-01-01
Etdrick Bohannon,0.538,0.0,0.538,0.538,0.625,2.2,2000,2000-01-01
Pete Chilcutt,0.417,0.231,0.465,0.441,1.0,2.1,2000,2000-01-01
Keith Closs,0.487,0.0,0.495,0.487,0.59,4.2,2000,2000-01-01
Marty Conlon,0.5,0.0,0.5,0.5,0.0,0.7,2000,2000-01-01
Troy Hudson,0.377,0.311,0.414,0.433,0.811,8.8,2000,2000-01-01
Charles Jones,0.328,0.331,0.325,0.425,0.739,3.4,2000,2000-01-01
Charles Jones,0.328,0.331,0.325,0.425,0.739,3.4,2000,2000-01-01
Charles Jones,0.328,0.331,0.325,0.425,0.739,3.4,2000,2000-01-01
Jeff Mcinnis,0.43,0.333,0.442,0.449,0.765,7.2,2000,2000-01-01
Eric Murdock,0.385,0.381,0.387,0.424,0.638,5.6,2000,2000-01-01
Tyrone Nesby,0.398,0.335,0.426,0.449,0.791,13.3,2000,2000-01-01
Lamar Odom,0.438,0.36,0.453,0.467,0.719,16.6,2000,2000-01-01
Michael Olowokandi,0.437,0.0,0.437,0.437,0.651,9.8,2000,2000-01-01
Eric Piatkowski,0.415,0.383,0.439,0.497,0.85,8.7,2000,2000-01-01
Brian Skinner,0.507,0.0,0.507,0.507,0.662,5.4,2000,2000-01-01
Maurice Taylor,0.464,0.125,0.466,0.464,0.711,17.1,2000,2000-01-01
Demarco Johnson,0.333,0.0,0.333,0.333,0.0,1.2,2000,2000-01-01
Tyrone Hill,0.485,0.0,0.485,0.485,0.691,12.0,2000,2000-01-01
Allen Iverson,0.421,0.341,0.435,0.446,0.713,28.4,2000,2000-01-01
Jumaine Jones,0.379,0.5,0.37,0.397,0.611,1.7,2000,2000-01-01
Toni Kukoč,0.408,0.262,0.452,0.438,0.725,14.8,2000,2000-01-01
Antonio Lang,0.167,0.0,0.167,0.167,0.8,0.6,2000,2000-01-01
Haywoode Workman,0.344,0.326,0.362,0.422,0.667,2.4,2000,2000-01-01
George Lynch,0.461,0.417,0.464,0.473,0.617,9.6,2000,2000-01-01
Aaron Mckie,0.411,0.364,0.424,0.449,0.829,8.0,2000,2000-01-01
Nazr Mohammed,0.389,0.0,0.389,0.389,0.545,1.9,2000,2000-01-01
Kevin Ollie,0.449,0.0,0.449,0.449,0.757,1.8,2000,2000-01-01
Theo Ratliff,0.503,0.0,0.503,0.503,0.771,11.9,2000,2000-01-01
Stanley Roberts,0.313,0.0,0.333,0.313,0.0,2.0,2000,2000-01-01
Eric Snow,0.43,0.244,0.446,0.44,0.712,7.9,2000,2000-01-01
Todd Macculloch,0.553,0.0,0.553,0.553,0.519,3.7,2000,2000-01-01
Larry Johnson,0.433,0.333,0.469,0.477,0.766,10.7,2000,2000-01-01
Adrian Griffin,0.424,0.281,0.447,0.443,0.753,6.7,2000,2000-01-01
Latrell Sprewell,0.435,0.346,0.445,0.452,0.866,18.6,2000,2000-01-01
Toby Bailey,0.414,0.2,0.431,0.421,0.692,3.5,2000,2000-01-01
Thomas Hamilton,0.443,0.0,0.443,0.443,0.522,3.7,2000,2000-01-01
Aleksandar Radojević,0.286,0.0,0.286,0.286,0.5,2.3,2000,2000-01-01
Isaac Austin,0.429,0.25,0.431,0.43,0.686,6.7,2000,2000-01-01
Calvin Booth,0.348,0.0,0.348,0.348,0.714,3.8,2000,2000-01-01
Richard Hamilton,0.42,0.364,0.428,0.443,0.774,9.0,2000,2000-01-01
Juwan Howard,0.459,0.0,0.462,0.459,0.735,14.9,2000,2000-01-01
Reggie Jordan,0.321,0.0,0.327,0.321,0.538,1.1,2000,2000-01-01
Gerard King,0.502,0.0,0.502,0.502,0.742,5.3,2000,2000-01-01
Tracy Murray,0.433,0.43,0.435,0.517,0.851,10.2,2000,2000-01-01
Laron Profit,0.356,0.176,0.429,0.381,0.4,1.5,2000,2000-01-01
Don Reid,0.536,0.0,0.536,0.536,0.706,3.8,2000,2000-01-01
Mitch Richmond,0.426,0.386,0.438,0.47,0.876,17.4,2000,2000-01-01
Kenny Anderson,0.44,0.386,0.456,0.483,0.775,14.0,2000,2000-01-01
Dana Barros,0.451,0.41,0.471,0.518,0.868,7.2,2000,2000-01-01
Tony Battie,0.477,0.125,0.483,0.478,0.675,6.6,2000,2000-01-01
Calbert Cheaney,0.44,0.333,0.466,0.473,0.429,4.0,2000,2000-01-01
Michael Smith,0.563,0.0,0.565,0.563,0.723,6.3,2000,2000-01-01
Michael Smith,0.563,0.0,0.565,0.563,0.723,6.3,2000,2000-01-01
Rod Strickland,0.429,0.048,0.44,0.43,0.702,12.6,2000,2000-01-01
Jahidi White,0.507,0.0,0.507,0.507,0.536,7.1,2000,2000-01-01
Pervis Ellison,0.442,0.0,0.442,0.442,0.714,1.8,2000,2000-01-01
Chris Whitney,0.417,0.376,0.455,0.509,0.848,7.8,2000,2000-01-01
Aaron Williams,0.522,0.0,0.526,0.522,0.726,7.6,2000,2000-01-01
Lorenzo Williams,0.778,0.0,0.778,0.778,0.0,1.8,2000,2000-01-01
Corie Blount,0.494,0.0,0.506,0.494,0.576,2.8,2000,2000-01-01
Rex Chapman,0.388,0.333,0.421,0.452,0.756,6.6,2000,2000-01-01
Ben Davis,0.333,0.0,0.333,0.333,0.0,0.8,2000,2000-01-01
Todd Day,0.394,0.388,0.4,0.491,0.667,6.8,2000,2000-01-01
Kobe Bryant,0.468,0.319,0.489,0.488,0.821,22.5,2000,2000-01-01
John Celestand,0.333,0.222,0.361,0.356,0.833,2.3,2000,2000-01-01
Derek Fisher,0.346,0.313,0.363,0.4,0.724,6.3,2000,2000-01-01
Rick Fox,0.414,0.326,0.464,0.473,0.808,6.5,2000,2000-01-01
Devean George,0.389,0.34,0.412,0.444,0.659,3.2,2000,2000-01-01
A.C. Green,0.447,0.25,0.449,0.448,0.695,5.0,2000,2000-01-01
Ron Harper,0.399,0.311,0.421,0.43,0.68,7.0,2000,2000-01-01
Robert Horry,0.438,0.309,0.483,0.478,0.788,5.7,2000,2000-01-01
Travis Knight,0.39,0.0,0.39,0.39,0.607,1.7,2000,2000-01-01
Tyronn Lue,0.487,0.5,0.484,0.538,0.75,6.0,2000,2000-01-01
Shaquille O'Neal,0.574,0.0,0.575,0.574,0.524,29.7,2000,2000-01-01
Glen Rice,0.43,0.367,0.449,0.472,0.874,15.9,2000,2000-01-01
William Avery,0.309,0.286,0.322,0.359,0.667,2.6,2000,2000-01-01
John Salley,0.362,0.0,0.362,0.362,0.75,1.6,2000,2000-01-01
Mark West,0.417,0.0,0.417,0.417,0.625,0.7,2000,2000-01-01
Rodney Rogers,0.486,0.439,0.506,0.551,0.639,13.8,2000,2000-01-01
Clifford Robinson,0.464,0.37,0.501,0.517,0.782,18.5,2000,2000-01-01
Oliver Miller,0.588,0.0,0.588,0.588,0.671,6.3,2000,2000-01-01
Shawn Marion,0.471,0.182,0.486,0.476,0.847,10.2,2000,2000-01-01
Don Maclean,0.367,0.333,0.372,0.388,0.667,2.6,2000,2000-01-01
Luc Longley,0.466,0.0,0.466,0.466,0.825,6.3,2000,2000-01-01
Randy Livingston,0.416,0.345,0.428,0.441,0.839,4.8,2000,2000-01-01
Jason Kidd,0.409,0.337,0.427,0.442,0.829,14.3,2000,2000-01-01
Kevin Johnson,0.571,1.0,0.556,0.589,1.0,6.7,2000,2000-01-01
Anfernee Hardaway,0.474,0.324,0.496,0.494,0.79,16.9,2000,2000-01-01
Tom Gugliotta,0.481,0.125,0.485,0.481,0.775,13.7,2000,2000-01-01
Brian Shaw,0.382,0.31,0.398,0.41,0.759,4.1,2000,2000-01-01
Terrell Brandon,0.466,0.402,0.476,0.492,0.899,17.1,2000,2000-01-01
Kevin Garnett,0.497,0.37,0.504,0.507,0.765,22.9,2000,2000-01-01
Dean Garrett,0.444,0.0,0.444,0.444,0.692,2.0,2000,2000-01-01
Vitaly Potapenko,0.499,0.0,0.5,0.499,0.681,9.2,2000,2000-01-01
Wayne Turner,0.167,0.0,0.167,0.167,0.333,1.3,2000,2000-01-01
Antoine Walker,0.43,0.256,0.471,0.455,0.699,20.5,2000,2000-01-01
Eric Williams,0.427,0.347,0.446,0.46,0.793,7.2,2000,2000-01-01
Vin Baker,0.455,0.25,0.457,0.456,0.682,16.6,2000,2000-01-01
Brent Barry,0.463,0.411,0.529,0.579,0.809,11.8,2000,2000-01-01
Lazaro Borrell,0.444,0.0,0.467,0.444,0.545,3.6,2000,2000-01-01
Emanual Davis,0.364,0.301,0.419,0.434,0.684,4.0,2000,2000-01-01
Greg Foster,0.406,0.2,0.421,0.413,0.643,3.4,2000,2000-01-01
Horace Grant,0.444,0.0,0.447,0.444,0.721,8.1,2000,2000-01-01
Rashard Lewis,0.486,0.333,0.527,0.521,0.683,8.2,2000,2000-01-01
Vernon Maxwell,0.345,0.3,0.382,0.413,0.73,10.9,2000,2000-01-01
Paul Pierce,0.442,0.343,0.476,0.486,0.798,19.5,2000,2000-01-01
Jelani Mccoy,0.576,0.0,0.576,0.576,0.495,4.3,2000,2000-01-01
Gary Payton,0.448,0.34,0.497,0.502,0.735,24.2,2000,2000-01-01
Chuck Person,0.301,0.253,0.464,0.398,0.5,2.8,2000,2000-01-01
Vladimir Stepania,0.367,0.0,0.397,0.367,0.472,2.5,2000,2000-01-01
Fred Vinson,0.294,0.286,0.3,0.353,0.5,1.6,2000,2000-01-01
Shammond Williams,0.373,0.296,0.417,0.427,0.647,5.2,2000,2000-01-01
David Wingate,0.111,0.0,0.111,0.111,0.0,0.3,2000,2000-01-01
Charlie Ward,0.423,0.386,0.475,0.537,0.828,7.3,2000,2000-01-01
John Wallace,0.467,0.0,0.471,0.467,0.804,6.5,2000,2000-01-01
Kurt Thomas,0.505,0.333,0.506,0.506,0.781,8.0,2000,2000-01-01
Derek Anderson,0.438,0.309,0.472,0.47,0.877,16.9,2000,2000-01-01
Anthony Avent,0.302,0.0,0.302,0.302,0.719,1.7,2000,2000-01-01
Mario Bennett,0.0,0.0,0.0,0.0,0.0,0.0,2000,2000-01-01
Ruben Patterson,0.536,0.444,0.539,0.545,0.692,11.6,2000,2000-01-01
Andrew Lang,0.438,0.0,0.438,0.438,0.429,3.1,2000,2000-01-01
Doug Overton,0.396,0.357,0.405,0.429,0.952,3.2,2000,2000-01-01
Danny Fortson,0.528,0.0,0.528,0.528,0.735,7.6,2000,2000-01-01
Tom Hammonds,0.433,0.0,0.433,0.433,0.589,2.1,2000,2000-01-01
Bobby Jackson,0.405,0.283,0.423,0.423,0.776,5.1,2000,2000-01-01
